17,0,126
27,0,126
37,0,126
47,0,126
57,80,126
67,0,126
77,0,126
87,244,126
97,281,126
107,343,126
117,1023,126
127,222,126
137,312,126
147,231,126
157,321,126
167,318,126
177,315,126
187,281,126
197,252,126
207,300,126
217,321,126
227,309,126
237,274,126
247,380,126
257,257,126
267,289,126
277,308,126
287,1023,126
297,241,126
307,0,126
317,283,126
327,264,126
337,294,126
347,264,126
357,275,126
367,1023,126
377,272,126
387,569,126
397,338,126
407,327,126
417,285,126
427,682,126
437,413,126
447,288,126
457,298,126
467,584,126
477,591,126
487,0,126
497,300,126
507,271,126
517,261,126
527,671,126
537,474,126
547,301,126
557,308,126
567,1023,126
577,332,126
587,156,126
597,301,126
607,638,126
617,320,126
627,720,126
637,716,126
647,306,126
657,316,126
667,895,126
677,882,126
687,220,126
697,297,126
707,1023,126
717,572,126
727,257,126
737,0,126
747,330,126
757,230,126
767,244,126
777,1023,126
787,232,126
797,313,126
807,0,126
817,1023,126
827,327,126
837,970,126
847,312,126
857,0,126
867,580,126
877,767,126
887,289,126
897,277,126
907,257,126
917,0,126
927,254,126
937,176,126
947,281,126
957,0,126
967,1023,126
977,240,126
987,300,126
997,292,126
1007,1023,126
1017,308,126
1027,285,126
1037,536,126
1047,314,126
1057,0,126
1067,296,126
1077,1023,126
1087,1023,126
1097,295,126
1107,687,126
1117,1023,126
1127,172,126
1137,242,126
1147,0,126
1157,1023,126
1167,368,126
1177,1023,126
1187,0,126
1197,283,126
1207,265,126
1217,0,126
1227,268,126
1237,268,126
1247,292,126
1257,768,126
1267,319,126
1277,297,126
1287,302,126
1297,287,126
1307,205,126
1317,288,126
1327,296,126
1337,408,126
1347,250,126
1357,591,126
1367,300,126
1377,263,126
1387,276,126
1397,309,126
1407,305,126
1417,280,126
1427,303,126
1437,269,126
1447,1023,126
1457,0,126
1467,290,126
1477,265,126
1487,275,126
1497,310,126
1507,240,126
1517,1023,126
1527,295,126
1537,284,126
1547,831,126
1557,879,126
1567,350,126
1577,304,126
1587,671,126
1597,178,126
1607,296,126
1617,315,126
1627,608,126
1637,300,126
1647,288,126
1657,308,126
1667,309,126
1677,292,126
1687,719,126
1697,0,126
1707,293,126
1717,289,126
1737,325,126
1747,223,126
1757,302,126
1767,280,126
1777,302,126
1787,311,126
1797,265,126
1807,289,126
1817,280,126
1827,304,126
1837,0,126
1847,1023,126
1857,283,126
1867,283,126
1877,308,126
1887,292,126
1897,269,126
1907,296,126
1917,321,126
1927,285,126
1937,309,126
1947,1023,126
1957,305,126
1967,285,126
1977,284,126
1997,543,126
2007,289,126
2017,311,126
2037,286,126
2047,290,126
2057,313,126
2067,863,126
2077,284,126
2087,271,126
2097,288,126
2107,0,126
2117,305,126
2127,280,126
2137,288,126
2147,266,126
2157,269,126
2167,303,126
2177,307,126
2187,284,126
2197,304,126
2207,281,126
2217,312,126
2227,296,126
2237,312,126
2247,319,126
2257,312,126
2267,281,126
2277,299,126
2287,311,126
2307,315,126
2317,295,126
2327,281,126
2337,296,126
2347,286,126
2357,268,126
2367,300,126
2377,309,126
2387,293,126
2397,239,126
2417,294,126
2427,299,126
2437,294,126
2447,300,126
2457,323,126
2467,304,126
2477,281,126
2487,284,126
2497,311,126
2507,308,126
2517,244,126
2527,289,126
2537,282,126
2547,299,126
2557,307,126
2567,292,126
2577,304,126
2587,313,126
2597,323,126
2607,294,126
2617,300,126
2627,295,126
2637,270,126
2647,306,126
2657,299,126
2667,278,126
2677,306,126
2697,228,126
2707,280,126
2717,303,126
2727,313,126
2737,295,126
2747,283,126
2757,305,126
2777,283,126
2787,293,126
2797,304,126
2807,289,126
2817,294,126
2827,300,126
2837,284,126
2847,302,126
2857,295,126
2867,298,126
2877,288,126
2887,300,126
2897,289,126
2907,290,126
2917,284,126
2927,290,126
2937,308,126
2947,288,126
2957,276,126
2967,299,126
2977,280,126
2987,285,126
2997,277,126
3007,292,126
3017,304,126
3027,298,126
3037,284,126
3047,308,126
3057,316,126
3067,293,126
3077,293,126
3087,282,126
3097,291,126
3107,276,126
3117,273,126
3127,296,126
3137,290,126
3147,304,126
3157,308,126
3167,311,126
3177,281,126
3187,310,126
3197,280,126
3207,293,126
3217,301,126
3227,286,126
3237,285,126
3247,278,126
3257,274,126
3267,295,126
3277,294,126
3287,304,126
3297,282,126
3307,286,126
3317,260,126
3327,278,126
3337,284,126
3347,301,126
3357,300,126
3367,302,126
3377,306,126
3387,299,126
3397,281,126
3407,307,126
3417,298,126
3427,291,126
3437,300,126
3447,321,126
3457,296,126
3467,285,126
3477,284,126
3487,284,126
3497,312,126
3507,304,126
3517,283,126
3527,299,126
3537,287,126
3547,292,126
3557,274,126
3567,289,126
3577,281,126
3587,297,126
3597,277,126
3617,292,126
3627,286,126
3637,270,126
3647,277,126
3657,307,126
3667,297,126
3677,296,126
3687,276,126
3697,293,126
3707,312,126
3717,284,126
3727,288,126
3737,292,126
3747,276,126
3757,281,126
3767,289,126
3777,284,126
3787,241,126
3797,289,126
3807,272,126
3817,277,126
3827,281,126
3837,301,126
3847,291,126
3857,275,126
3867,264,126
3877,312,126
3897,307,126
3907,285,126
3917,268,126
3927,298,126
3937,300,126
3947,292,126
3957,286,126
3977,308,126
3987,299,126
3997,295,126
4007,311,126
4017,308,126
4027,274,126
4037,296,126
4047,272,126
4057,296,126
4067,299,126
4077,283,126
4087,284,126
4097,288,126
4107,284,126
4117,297,126
4127,269,126
4137,315,126
4147,304,126
4157,305,126
4167,293,126
4177,303,126
4187,285,126
4197,308,126
4207,263,126
4217,302,126
4227,304,126
4237,276,126
4247,310,126
4257,269,126
4267,290,126
4287,291,126
4297,303,126
4307,282,126
4317,296,126
4327,303,126
4337,316,126
4347,244,126
4367,228,126
4377,361,126
4387,259,126
4397,292,126
4407,314,126
4417,244,126
4427,222,126
4447,312,126
4457,293,126
4467,301,126
4477,313,126
4487,286,126
4497,284,126
4507,276,126
4517,306,126
4527,289,126
4537,291,126
4547,285,126
4567,347,126
4577,290,126
4587,0,126
4597,244,126
4607,265,126
4617,275,126
4627,12,126
4637,293,126
4647,284,126
4657,300,126
4667,304,126
4677,308,126
4687,312,126
4697,274,126
4707,280,126
4717,272,126
4727,315,126
4757,290,126
4767,278,126
4777,355,126
4787,284,126
4797,272,126
4807,263,126
4817,266,126
4827,287,126
4837,0,126
4847,288,126
4857,265,126
4867,194,126
4877,361,126
4887,280,126
4897,299,126
4907,267,126
4927,300,126
4937,303,126
4957,275,126
4967,292,126
4977,276,126
4987,307,126
4997,316,126
5007,299,126
5027,299,126
5037,282,126
5047,301,126
5057,252,126
5067,288,126
5077,262,126
5087,0,126
5097,308,126
5107,287,126
5117,0,126
5127,255,126
5137,372,126
5147,323,126
5157,1023,126
5167,304,126
5177,271,126
5187,277,126
5197,285,126
5207,251,126
5217,121,126
5227,303,126
5237,82,126
5247,267,126
5257,314,126
5267,260,126
5277,0,126
5287,127,126
5297,318,126
5307,293,126
5317,0,126
5327,0,126
5337,223,126
5347,276,126
5357,251,126
5367,308,126
5377,0,126
5387,323,126
5397,263,126
5407,309,126
5417,0,126
5427,383,126
5437,436,126
5447,267,126
5457,203,126
5467,332,126
5477,0,126
5487,84,126
5497,270,126
5507,295,126
5517,349,126
5527,295,126
5537,1023,126
5547,315,126
5557,0,126
5567,511,126
5577,308,126
5587,0,126
5597,268,126
5607,0,126
5617,341,126
5627,0,126
5637,290,126
5647,315,126
5657,1023,126
5667,319,126
5677,275,126
5697,253,126
5707,87,126
5717,363,126
5727,354,126
5737,230,126
5747,305,126
5757,0,126
5767,0,126
5777,0,126
5787,295,126
5797,357,126
5807,0,126
5817,1023,126
5827,0,126
5837,296,126
5857,280,126
5867,263,126
5877,600,126
5887,352,126
5897,289,126
5907,292,126
5917,319,126
5927,0,126
5937,0,126
5947,392,126
5957,0,126
5967,0,126
5977,356,126
5987,324,126
5997,511,126
6007,293,126
6017,300,126
6027,313,126
6037,0,126
6047,314,126
6057,288,126
6067,278,126
6077,300,126
6087,283,126
6097,1023,126
