6,0,255
26,0,255
36,0,255
46,0,255
56,28,255
66,58,255
76,136,255
86,252,255
96,367,255
106,612,255
116,582,255
126,1023,255
136,639,255
146,620,255
156,628,255
166,637,255
176,624,255
186,622,255
196,622,255
206,627,255
226,632,255
236,608,255
246,615,255
256,628,255
266,597,255
276,1023,255
286,612,255
296,703,255
306,604,255
316,612,255
326,613,255
336,256,255
346,622,255
356,1016,255
376,679,255
386,620,255
396,192,255
406,620,255
416,657,255
426,620,255
436,55,255
446,596,255
456,544,255
466,611,255
476,624,255
486,631,255
496,663,255
506,635,255
516,888,255
526,622,255
536,617,255
546,628,255
556,639,255
566,628,255
576,599,255
586,637,255
596,630,255
606,607,255
616,629,255
626,620,255
636,602,255
646,615,255
656,623,255
666,634,255
676,616,255
686,622,255
696,607,255
706,631,255
716,617,255
726,612,255
736,610,255
746,614,255
756,621,255
766,619,255
776,604,255
786,609,255
796,628,255
806,622,255
826,638,255
836,615,255
846,653,255
856,616,255
866,627,255
876,619,255
886,345,255
896,615,255
906,0,255
926,630,255
936,619,255
946,1023,255
956,615,255
966,612,255
976,617,255
986,613,255
996,635,255
1006,627,255
1016,620,255
1026,634,255
1036,635,255
1046,613,255
1056,626,255
1066,768,255
1076,621,255
1086,601,255
1096,637,255
1106,629,255
1116,616,255
1126,628,255
1136,645,255
1146,634,255
1156,625,255
1176,619,255
1186,639,255
1196,613,255
1206,614,255
1216,636,255
1226,615,255
1236,620,255
1246,607,255
1256,622,255
1266,556,255
1276,629,255
1286,628,255
1296,633,255
1306,610,255
1316,626,255
1326,0,255
1346,1023,255
1366,647,255
1376,619,255
1386,345,255
1396,606,255
1416,623,255
1426,620,255
1446,534,255
1456,645,255
1476,598,255
1486,606,255
1496,708,255
1506,631,255
1516,625,255
1526,619,255
1536,0,255
1546,596,255
1556,1023,255
1566,621,255
1576,1023,255
1586,603,255
1596,631,255
1606,616,255
1616,692,255
1626,620,255
1636,635,255
1646,607,255
1656,636,255
1666,616,255
1676,628,255
1686,612,255
1696,627,255
1706,623,255
1716,625,255
1736,632,255
1746,619,255
1756,614,255
1766,615,255
1776,610,255
1786,612,255
1796,625,255
1806,632,255
1816,636,255
1826,592,255
1836,608,255
1846,620,255
1856,610,255
1866,628,255
1876,619,255
1886,615,255
1896,615,255
1906,617,255
1916,630,255
1926,628,255
1936,614,255
1946,601,255
1956,628,255
1966,628,255
1976,624,255
1986,610,255
1996,620,255
2006,599,255
2016,628,255
2026,609,255
2036,647,255
2046,620,255
2066,620,255
2076,613,255
2086,614,255
2096,631,255
2106,616,255
2126,636,255
2136,628,255
2146,691,255
2156,645,255
2166,606,255
2176,0,255
2186,192,255
2196,636,255
2206,767,255
2216,603,255
2226,1023,255
2236,631,255
2246,636,255
2256,0,255
2266,616,255
2276,699,255
2286,619,255
2296,635,255
2306,626,255
2316,632,255
2326,618,255
2336,594,255
2346,630,255
2356,613,255
2376,620,255
2386,624,255
2396,632,255
2406,623,255
2416,609,255
2426,624,255
2436,621,255
2446,630,255
2466,638,255
2476,621,255
2486,605,255
2496,620,255
2506,608,255
2516,638,255
2526,612,255
2536,620,255
2546,605,255
2556,613,255
2566,626,255
2576,612,255
2586,627,255
2596,613,255
2606,622,255
2626,633,255
2636,635,255
2646,633,255
2656,600,255
2666,621,255
2676,615,255
2686,612,255
2706,618,255
2716,616,255
2726,607,255
2736,626,255
2746,612,255
2756,639,255
2766,623,255
2776,636,255
2786,620,255
2796,729,255
2806,615,255
2816,612,255
2826,619,255
2836,0,255
2846,623,255
2856,876,255
2866,607,255
2876,420,255
2886,613,255
2896,631,255
2906,612,255
2916,709,255
2926,621,255
2936,604,255
2946,619,255
2956,636,255
2966,605,255
2976,616,255
2986,631,255
2996,628,255
3006,636,255
3016,610,255
3026,614,255
3036,627,255
3046,636,255
3066,362,255
3076,611,255
3096,615,255
3106,624,255
3116,605,255
3126,627,255
3136,612,255
3146,620,255
3156,629,255
3176,618,255
3186,297,255
3196,639,255
3206,0,255
3226,667,255
3236,631,255
3246,47,255
3256,622,255
3266,611,255
3276,631,255
3286,637,255
3296,616,255
3306,682,255
3316,626,255
3336,620,255
3346,632,255
3356,638,255
3366,596,255
3376,628,255
3386,539,255
3396,623,255
3406,622,255
3416,628,255
3426,606,255
3436,623,255
3446,287,255
3456,632,255
3466,624,255
3476,612,255
3486,1023,255
3496,619,255
3506,639,255
3526,574,255
3536,620,255
3546,512,255
3556,624,255
3566,648,255
3576,634,255
3586,626,255
3596,619,255
3606,600,255
3626,636,255
3636,632,255
3646,604,255
3656,627,255
3666,623,255
3676,615,255
3686,615,255
3696,628,255
3706,625,255
3716,628,255
3726,620,255
3736,626,255
3746,628,255
3756,645,255
3766,639,255
3776,609,255
3786,619,255
3796,631,255
3806,625,255
3816,620,255
3826,622,255
3836,627,255
3846,625,255
3856,636,255
3876,633,255
3886,610,255
3896,604,255
3906,623,255
3926,620,255
3936,611,255
3946,602,255
3956,629,255
3966,624,255
3976,716,255
3996,0,255
4006,639,255
4016,730,255
4026,628,255
4036,0,255
4046,612,255
4056,0,255
4066,608,255
4076,511,255
4086,616,255
4096,1023,255
4106,623,255
4116,580,255
4126,624,255
4136,1023,255
4146,599,255
4156,1023,255
4166,630,255
4176,0,255
4186,617,255
4196,568,255
4206,619,255
4216,0,255
4226,617,255
4246,615,255
4256,1023,255
4276,639,255
4286,612,255
4296,0,255
4306,629,255
4316,616,255
4326,622,255
4336,0,255
4346,601,255
4356,0,255
4366,632,255
4376,780,255
4386,615,255
4396,0,255
4406,619,255
4426,624,255
4446,603,255
4456,612,255
4466,612,255
4476,617,255
4486,627,255
4496,619,255
4506,624,255
4516,625,255
4526,601,255
4536,620,255
4546,1023,255
4556,627,255
4566,616,255
4576,623,255
4586,7,255
4596,649,255
4606,0,255
4616,612,255
4626,1023,255
4636,608,255
4646,608,255
4656,620,255
4666,598,255
4676,625,255
4686,512,255
4696,609,255
4706,0,255
4736,634,255
4746,1023,255
4756,637,255
4766,0,255
4776,608,255
4786,0,255
4796,623,255
4806,0,255
4836,632,255
4846,551,255
4856,617,255
4876,628,255
4886,591,255
4896,620,255
4906,612,255
4916,639,255
4926,621,255
4936,602,255
4946,676,255
4956,628,255
4966,192,255
4976,624,255
4986,634,255
4996,619,255
5006,1023,255
5016,613,255
5026,616,255
5036,608,255
5046,1023,255
5056,619,255
5066,1023,255
5076,620,255
5086,543,255
5096,628,255
5106,0,255
5116,620,255
5126,895,255
5136,617,255
5146,617,255
5156,627,255
5166,128,255
5176,623,255
5186,580,255
5206,607,255
5216,612,255
5226,621,255
5236,633,255
5246,620,255
5256,600,255
5266,1023,255
5276,628,255
5286,636,255
5296,619,255
5306,644,255
5316,613,255
5326,628,255
5336,621,255
5346,629,255
5356,624,255
5366,15,255
5376,598,255
5386,649,255
5396,612,255
5406,639,255
5416,625,255
5426,649,255
5436,629,255
5446,622,255
5456,616,255
5476,627,255
5486,590,255
5496,616,255
5506,605,255
5516,613,255
5526,608,255
5536,631,255
5546,602,255
5556,639,255
5566,562,255
5576,633,255
5586,617,255
5596,620,255
5606,612,255
5616,620,255
5626,607,255
5636,611,255
5646,635,255
5656,616,255
5676,661,255
5686,627,255
5696,625,255
5706,665,255
5716,602,255
5726,617,255
5736,572,255
5746,621,255
5756,1023,255
5766,623,255
5776,735,255
5786,621,255
5796,0,255
5806,604,255
5826,602,255
5836,625,255
5846,583,255
5856,617,255
5866,627,255
5876,621,255
5886,617,255
5896,639,255
5906,617,255
5926,586,255
5936,624,255
5946,581,255
5956,605,255
5966,607,255
5976,634,255
5986,613,255
5996,629,255
6006,602,255
6016,827,255
6026,599,255
6036,626,255
6046,628,255
6056,611,255
6066,620,255
6076,634,255
6086,612,255
6096,635,255
6106,621,255
6116,646,255
6126,654,255
6136,628,255
6146,611,255
6156,659,255
6166,720,255
6176,499,255
6186,612,255
6196,0,255
6206,636,255
6216,589,255
6226,611,255
6236,1023,255
6246,638,255
6256,1023,255
6266,651,255
6276,536,255
6286,661,255
6296,509,255
6316,612,255
6326,619,255
6336,504,255
6346,620,255
6356,598,255
6376,634,255
6386,575,255
6396,622,255
6406,741,255
6416,596,255
6426,694,255
6436,576,255
6446,541,255
6456,590,255
6466,604,255
6476,656,255
6486,1023,255
6496,620,255
6506,1023,255
6516,624,255
6526,1023,255
6536,644,255
6546,615,255
6556,666,255
6566,742,255
6576,618,255
6586,619,255
6596,633,255
6606,624,255
6626,1023,255
6636,624,255
6646,638,255
6656,604,255
6666,1023,255
6676,628,255
6686,701,255
6696,627,255
6706,612,255
6726,633,255
6736,616,255
6746,604,255
6756,608,255
6776,596,255
6786,606,255
6796,639,255
6806,605,255
6816,620,255
6826,620,255
6836,616,255
6846,604,255
6856,612,255
6866,610,255
6876,636,255
6886,616,255
6896,611,255
6906,636,255
6926,630,255
